16,70,23,3,69,39,5,72,17,88,27,73,86,6,42,98,25,52,36,43,79,88,96,51,2,41,80,2,7,24,2,2,7,32,21,77,75,38,35,59,81,75,99,43,85,32,89,48,22,46
25,64,48,91,15,41,82,11,60,32,37,18,4,70,97,55,14,42,47,84,37,52,5,91,9,55,10,10,94,47,52,74,30,34,1,44,50,98,74,90,22,42,100,46,25,78,45,77,100,17
64,57,36,82,31,53,46,78,46,66,10,51,11,20,75,34,26,41,52,29,82,31,47,85,25,25,62,71,67,43,4,38,29,3,8,83,30,67,80,58,63,79,49,78,60,28,67,53,30,25
17,42,57,82,60,91,81,8,6,13,59,52,81,92,16,44,36,74,62,95,95,18,17,90,44,31,55,1,94,24,66,77,95,94,40,65,40,15,96,38,89,35,2,16,81,10,48,99,35,50
88,64,72,32,7,44,13,41,76,72,30,40,94,55,92,40,92,71,69,21,69,60,52,72,14,36,92,6,20,87,77,6,45,86,100,47,73,88,23,2,25,97,33,35,6,61,86,99,88,31
92,2,44,7,34,79,35,78,17,52,97,17,39,45,65,34,77,47,37,59,27,60,87,73,66,31,99,65,13,55,100,97,87,99,82,10,61,26,84,11,18,68,11,96,55,85,74,69,22,86
24,32,65,66,22,21,34,97,29,52,1,82,5,39,35,63,95,7,12,6,68,42,12,66,69,87,49,88,3,43,81,76,7,85,14,90,2,36,25,45,52,16,37,77,7,100,44,81,97,5
98,69,9,18,4,74,46,9,15,17,44,14,33,1,6,97,55,97,90,93,34,14,19,68,31,69,84,63,23,98,63,85,49,67,59,19,14,64,64,96,78,14,74,72,59,7,39,89,98,57
10,15,10,58,91,95,15,48,28,21,78,16,54,36,66,80,7,93,54,39,76,83,87,82,29,12,20,57,83,40,100,82,92,50,19,2,57,6,42,27,22,57,97,83,86,92,44,96,73,67
44,95,43,63,30,67,96,5,15,8,82,3,92,39,17,75,9,98,50,71,40,14,41,27,5,11,55,7,3,96,68,100,100,26,64,72,39,80,59,58,54,2,90,38,91,48,9,81,37,29
60,27,39,15,42,37,91,5,13,26,88,14,95,52,27,65,81,7,83,10,82,93,58,13,60,48,42,33,84,53,17,56,70,79,99,87,78,25,44,95,17,48,65,60,75,85,25,19,45,43
19,24,21,46,14,90,62,80,22,89,45,8,90,39,39,28,60,78,20,91,20,64,37,26,54,3,80,94,85,83,7,41,59,64,34,47,27,15,55,87,47,46,63,37,65,77,91,4,36,50
71,85,97,85,12,65,39,24,67,55,22,44,58,54,2,84,37,25,20,30,98,42,44,96,83,62,5,55,28,2,8,73,18,32,74,68,23,82,27,59,1,10,49,41,48,2,59,3,2,15
79,68,85,17,86,98,84,48,14,25,10,74,78,45,69,69,19,10,57,67,83,54,74,38,15,85,70,48,6,56,10,4,68,3,13,25,21,49,9,78,4,79,34,95,98,18,84,24,100,67
44,37,40,91,44,90,29,32,83,44,88,9,81,93,42,25,91,27,55,85,81,94,14,41,6,2,66,7,39,5,29,28,26,64,41,92,4,42,21,44,36,7,78,1,77,17,31,78,19,30
67,99,46,69,66,70,42,84,60,36,65,57,97,91,98,25,56,10,89,83,54,55,96,47,29,100,12,80,70,6,27,67,49,69,64,6,30,45,68,46,19,96,81,79,47,11,47,77,18,12
60,51,36,39,32,25,37,7,62,23,6,2,6,74,41,57,30,14,26,85,63,83,39,63,64,37,92,71,2,77,72,61,98,15,10,46,14,84,30,80,58,100,88,63,11,17,49,39,85,67
63,7,65,93,26,63,67,99,45,100,86,24,96,67,54,56,2,61,42,15,66,16,92,69,79,40,37,44,24,27,21,91,61,80,12,22,70,18,50,77,96,1,32,56,38,18,25,86,83,27
69,49,75,98,28,60,78,23,42,6,41,68,76,77,93,46,35,95,10,29,38,48,13,28,95,31,92,88,88,67,99,15,91,100,100,25,3,58,90,85,20,2,82,37,20,75,1,35,90,94
83,26,21,23,39,71,100,7,48,53,22,39,99,28,44,48,23,8,20,64,56,67,12,59,95,46,97,97,62,37,42,20,38,15,100,34,88,9,47,13,63,19,12,84,79,92,4,21,21,21
