58,90,26,2,49,81,8,57,18,63,17,62,80,34,97,42,72,64,22,30,10,44,73,23,53,94,33,16,75,24,66,67,60,69,28,85,45,77,99,79,51,47,36,68,54,21,37,38,4,56,35,83,92,61,87,50,40,31,14,55,71,96,13,89,65,98,82,78,93,59,1,46,6,88,52,101,100,20,48,12,74,84,5,41,91,39,7,43,11,86,27,15,95,3,19,32,25,70,29,76,9
29,97,36,64,91,80,19,100,65,94,18,93,67,83,2,74,35,51,88,37,59,5,44,23,43,68,42,82,22,77,4,73,69,95,45,31,66,57,41,98,76,12,50,48,49,27,89,71,15,99,55,52,32,90,84,79,11,101,26,56,8,62,58,96,72,17,13,34,46,53,28,54,33,61,25,70,78,1,3,87,81,9,30,47,60,24,86,16,10,92,14,39,38,63,40,75,21,85,20,7,6
86,53,79,47,52,13,61,50,66,95,57,23,72,19,74,59,40,3,30,63,34,83,70,96,38,33,37,75,78,41,100,44,24,91,45,56,89,27,54,11,1,35,62,90,43,17,6,42,10,94,9,64,25,85,7,60,2,84,55,48,97,26,14,81,32,68,71,77,92,8,80,15,99,46,67,39,4,16,101,58,87,82,98,18,69,93,29,36,88,12,65,76,5,20,73,51,49,21,31,22,28
74,67,44,9,51,60,16,25,96,58,92,71,34,28,53,42,54,13,72,47,18,8,87,90,101,1,33,65,98,63,75,83,32,24,14,36,85,73,52,20,56,46,94,29,37,10,62,59,76,27,61,88,77,6,12,45,50,97,23,41,38,70,93,5,7,15,95,11,78,19,21,30,49,80,39,35,82,69,100,79,43,68,84,2,31,64,99,48,4,22,89,81,40,86,66,3,17,57,26,55,91
65,44,8,48,30,27,92,49,54,7,63,35,74,10,38,85,94,1,29,32,31,73,9,34,55,91,62,72,84,53,59,25,2,51,69,88,16,41,5,36,37,71,28,80,99,61,87,50,47,75,4,14,86,23,43,77,64,52,45,39,24,17,98,20,57,40,101,83,13,93,22,6,26,58,56,67,42,96,89,95,90,82,79,97,100,3,66,15,68,12,11,19,21,60,46,81,78,70,33,18,76
47,69,50,59,19,95,57,18,27,58,17,55,11,61,78,9,66,23,89,85,65,7,8,96,62,80,33,30,67,15,100,38,63,35,21,74,32,48,84,79,13,6,93,44,81,101,14,98,90,37,86,16,41,4,43,52,68,29,94,12,3,1,77,70,88,25,20,28,51,97,99,40,31,72,5,71,60,82,56,53,64,42,34,92,91,36,49,87,26,83,39,45,46,75,73,76,24,22,54,2,10
25,92,19,60,56,31,96,14,71,47,101,54,100,2,1,7,67,75,73,93,40,9,18,12,97,44,35,88,90,59,77,98,32,22,63,23,28,24,74,38,80,99,20,84,42,29,82,46,41,8,36,26,62,94,39,45,53,43,4,49,65,86,3,5,89,52,33,11,72,50,21,68,17,69,15,70,76,81,48,13,91,34,64,66,58,79,16,30,87,27,85,37,10,6,61,55,95,51,78,83,57
4,59,10,70,18,68,21,89,69,64,26,5,93,75,85,34,17,66,40,33,81,14,46,84,92,82,13,32,100,3,22,51,62,48,28,30,29,50,39,15,74,88,90,87,45,49,55,24,47,99,73,6,2,44,97,16,96,42,53,54,57,27,83,56,67,31,91,41,72,78,101,7,71,60,58,94,35,25,65,43,8,9,79,38,37,20,61,52,23,12,77,11,95,98,1,36,19,86,63,76,80
64,20,33,5,73,58,31,44,62,78,75,90,56,54,95,18,37,49,3,4,35,43,52,88,22,29,48,42,82,7,76,70,46,40,67,100,89,2,12,96,10,41,93,85,97,16,57,94,99,71,13,19,74,34,51,79,86,21,63,77,32,11,17,60,81,92,25,6,68,55,38,69,45,27,15,101,87,1,80,53,30,47,36,23,8,59,84,72,9,91,98,28,26,61,14,83,39,24,65,50,66
29,80,58,71,25,21,20,76,64,19,28,2,66,30,83,17,5,86,45,49,68,12,22,63,34,23,40,67,51,85,47,37,95,55,31,72,35,61,97,44,96,89,3,78,93,69,32,84,73,6,13,99,39,16,90,14,94,82,27,87,54,57,74,26,101,41,33,1,53,48,52,42,91,60,65,10,79,98,9,38,11,15,77,92,75,50,81,8,24,56,36,7,100,59,18,88,43,70,62,4,46
