44,80,50,97,15,5,76,88,31,96,1,44,51,24,76,82,86,29,47,78,78,18,90,12,82,42,59,10,50,80,57,98,44,62,93,9,10,49,19,81,53,53,21,14,99,66,77,30,96,63,22,17,86,65,99,59,7,37,78,94,68,59,46,33,80,68,36,72,1,19,81,52,91,95,54,39,43,53,99,91,100,65,62,4,45,49,75,75,1,5,12,13,32,7,45,55,42,92,31,89
51,27,82,99,56,29,78,51,54,58,1,65,93,9,73,62,14,33,46,80,23,4,17,1,16,40,3,13,47,17,98,93,14,41,28,74,72,56,9,84,52,58,7,11,1,29,7,94,86,64,3,61,83,72,75,10,68,94,56,43,28,85,80,69,4,98,41,8,90,27,50,47,46,77,3,68,56,72,88,45,58,15,92,64,33,60,32,29,47,38,4,42,95,61,6,21,16,61,54,25
16,15,47,27,34,75,71,71,32,18,79,30,57,86,23,99,5,53,34,79,55,48,81,48,10,93,94,93,44,77,44,62,78,85,4,53,35,88,51,56,70,37,33,39,19,97,34,53,43,24,92,12,15,59,36,45,96,84,75,86,32,64,99,86,94,6,71,6,16,4,25,97,92,16,94,75,10,89,84,55,15,6,37,65,39,58,12,33,83,79,13,37,2,10,17,4,44,93,15,8
16,87,26,94,93,21,36,7,81,26,50,69,2,48,38,40,54,33,48,35,33,91,55,11,92,57,100,88,14,95,78,22,49,58,31,73,83,66,34,6,9,5,84,86,50,13,74,96,37,93,34,13,5,83,28,48,78,45,68,99,54,85,78,48,23,87,3,58,33,88,5,83,85,92,80,45,77,58,48,27,31,13,13,75,8,34,29,17,86,94,98,17,15,63,5,48,90,19,79,76
76,74,45,42,96,47,99,7,12,85,91,24,34,98,4,84,85,48,5,62,96,29,85,79,98,87,25,16,86,91,48,24,58,85,49,95,85,45,57,84,15,80,47,90,43,13,65,25,55,74,4,13,100,25,97,37,56,59,4,27,26,27,37,2,44,9,84,5,6,10,36,80,20,97,78,3,78,93,32,42,84,89,66,67,38,37,91,29,36,26,94,33,13,1,51,40,14,61,99,50
38,27,93,16,1,31,60,90,22,85,58,37,85,61,23,67,27,47,56,87,18,33,76,84,7,91,58,8,32,38,19,33,3,100,24,27,89,58,94,70,18,67,52,4,67,67,12,21,72,60,94,53,13,3,27,7,38,11,40,66,96,21,29,73,84,45,80,73,34,37,65,75,23,88,20,7,9,1,46,96,19,22,23,59,26,36,7,20,88,56,9,2,56,41,43,4,94,29,36,23
75,2,91,35,34,75,69,38,18,16,52,53,41,1,55,98,27,96,82,73,99,76,58,27,6,12,58,16,58,42,44,30,22,12,25,40,86,95,99,31,7,62,86,57,87,27,57,49,67,48,9,2,96,41,91,4,5,84,14,3,84,72,56,1,60,97,28,12,86,6,51,36,30,33,53,8,6,18,63,27,13,13,93,11,15,52,77,83,32,90,93,65,10,80,50,12,39,50,14,94
66,55,26,32,87,80,1,44,60,99,11,57,51,52,56,74,78,47,77,32,49,12,58,90,63,98,64,58,75,86,22,6,100,59,50,96,62,23,59,33,69,31,58,89,20,96,92,69,67,46,5,96,92,41,44,80,94,18,68,16,23,91,88,95,5,12,14,100,94,83,87,43,72,86,64,64,20,55,70,14,87,97,93,44,88,81,36,27,20,56,89,48,90,85,15,71,58,17,47,65
42,50,80,2,41,96,55,46,49,98,100,100,7,73,18,55,46,70,37,50,81,39,61,25,37,71,4,77,26,25,50,40,43,20,86,49,36,23,25,69,27,72,81,16,4,17,53,91,37,75,57,78,50,84,14,26,50,41,95,76,55,2,96,31,86,62,77,8,6,68,31,71,13,3,93,35,84,52,40,61,21,54,75,14,25,1,74,10,53,51,22,34,68,49,36,18,2,45,51,84
93,24,39,99,11,95,82,37,91,77,33,56,63,43,90,36,85,7,18,34,20,22,42,19,61,35,85,5,3,47,17,35,25,69,59,16,11,2,66,34,96,59,30,57,99,73,74,1,18,78,72,36,50,87,100,89,5,24,5,20,66,56,59,100,31,36,65,56,98,74,54,23,46,90,19,19,47,27,16,84,6,16,53,30,20,58,28,84,34,2,20,51,47,32,12,94,75,61,22,86
9,5,49,4,59,77,67,57,98,50,66,82,5,72,71,72,98,36,12,96,5,65,51,24,69,31,32,66,74,37,61,6,96,27,42,39,36,39,68,95,5,36,43,9,28,45,18,65,83,18,42,23,60,12,74,100,56,41,100,90,59,51,4,11,69,62,89,100,39,23,97,28,64,10,32,87,32,44,74,19,18,93,89,34,58,87,92,89,9,11,3,71,12,83,44,100,63,21,51,84
16,93,72,2,65,52,16,64,79,76,31,70,77,77,30,48,2,19,4,76,29,62,96,32,44,56,63,11,58,67,46,57,14,4,54,50,74,40,95,57,80,30,66,58,94,27,30,43,72,88,80,30,11,64,94,38,43,17,93,18,73,3,36,26,75,16,30,31,95,26,72,32,30,48,83,78,69,99,36,71,17,34,83,91,20,6,48,14,34,69,75,95,18,74,62,20,62,37,5,32
1,45,52,37,25,20,43,47,88,6,31,25,10,14,39,59,7,35,99,7,20,82,73,86,72,59,44,60,88,82,12,98,67,73,64,20,19,78,33,49,91,79,28,7,5,55,49,24,77,40,77,62,89,65,39,94,37,80,98,26,83,1,14,82,89,99,71,71,27,85,37,43,20,5,50,49,57,69,69,73,9,83,81,13,92,60,45,88,51,16,45,37,10,21,21,61,27,45,63,51
5,13,97,78,12,82,80,97,37,83,73,35,91,3,86,66,3,39,4,66,54,39,35,74,2,51,48,38,61,25,83,31,43,16,96,91,10,89,93,53,24,70,26,25,1,59,89,1,60,20,95,44,61,93,49,85,34,26,76,77,39,16,24,66,69,48,79,2,77,87,44,25,54,68,9,33,4,69,47,7,62,50,37,54,45,56,35,10,44,84,11,63,94,16,97,87,31,27,81,92
22,30,77,76,17,1,40,92,50,52,31,76,93,49,2,44,43,55,40,40,56,23,61,85,88,22,41,21,89,77,96,9,59,79,83,27,78,65,65,22,84,30,18,3,7,78,25,42,60,98,55,78,14,51,16,37,71,1,47,58,81,72,4,40,68,31,11,37,48,43,100,98,100,80,43,81,24,19,5,94,68,67,55,35,4,91,45,27,67,86,67,91,32,51,85,53,50,18,41,14
89,74,5,11,96,15,96,63,28,21,67,15,34,1,39,30,51,84,40,41,9,16,23,46,7,46,9,83,83,33,80,54,33,27,74,93,86,74,23,4,84,30,31,32,65,38,31,84,83,1,41,91,20,47,66,82,45,12,61,51,22,68,14,79,84,89,37,52,96,100,31,93,97,80,46,52,17,8,68,47,20,59,72,71,91,30,83,66,47,50,96,34,77,19,68,5,44,44,83,64
