8,12,20,69,100,7,62,38,70,53,38,92,23,97,61,58,42,35,76,94,10,23,54,35,59,44,42,61,22,36,11,34,71,62,39,59,5,85,80,17,24,83,22,47,97,41,30,71,91,21,6,50,57,54,57,16,33,7,95,36,48,55,65,47,4,89,54,2,13,91,67,46,98,87,36,40,18,7,13,92,19,85,66,43,16,30,71,62,48,39,45,94,37,79,18,19,43,96,37,22,4,91,79,99,71,50,45,20,59,17,92,27,4,68,83,28,9,70,4,86,80,17,66,64,59,12,29,15,19,9,85,51,47,46,8,33,33,42,27,3,31,34,53,93,67,21,36,65,3,32,23,17,30,47,4,83,59,41,2,79,61,18,32,65,64,70,66,89,81,14,19,77,91,34,44,51,61,7,58,52,18,74,64,55,19,4,29,2,57,72,78,100,19,66,78,52,59,75,75,20,37,28,47,6,87,93,2,38,79,24,70,2,88,19,10,62,19,16,77,1,52,41,85,15,27,75,83,80,64,85,75,23,36,42,56,69,46,95,67,20,14,93,18,67,79,49,56,69,14,61,72,92,46,31,72,76,98,11,61,71,26,8,42,39,54,14,43,75,81,58,68,3,47,93,63,69,23,6,100,66,77,2,59,82,59,92,74,75,67,78,48,68,27,63,98,19,73,20,21,19,66,98,64,12,2,34,12,76,61,67,57,95,41,96,49,55,36,85,25,69,26,82,16,37,23,73,24,60,11,15,77,26,71,61,62,43,11,22,30,98,16,93,52,83,90,68,88,86,23,73,29,32,4,56,92,97,24,69,65,79,93,39,81,85,40,78,73,43,9,28,30,6,52,27,72,5,19,41,72,27,3,92,94,61,10,94,14,54,27,28,44,95,7,100,44,18,96,41,56,5,40,84,70,53,37,9,26,56,57,91,80,30,68,91,38,35,24,72,14,36,98,53,42,18,80,62,34,53,46,71,17,76,88,90,94,19,49,18,95,68,44,82,57,29,30,80,55,65,82,47,80,84,29,74,28,93,41,2,41,42,32,22,78,92,12,85,38,51,82,63,36,92,22,39,54,79,6,90,1,25,13,46,40,3,1,67,52,49,40,22,90,15,67,97,36,64,27,51,73,70
24,22,64,72,22,65,46,10,77,79,21,47,76,50,53,71,89,29,65,24,42,50,27,11,80,39,89,11,64,95,73,96,29,77,6,76,48,18,4,93,24,90,76,31,14,47,60,99,79,60,8,44,77,81,40,45,79,29,81,10,12,13,9,94,7,51,48,88,79,93,7,30,74,66,72,75,42,20,19,25,33,80,80,57,75,71,89,13,82,32,100,34,81,59,29,68,47,34,52,90,37,11,10,27,93,86,20,6,49,65,90,9,64,22,13,10,36,72,89,47,23,80,87,46,10,59,94,43,38,65,87,83,69,92,85,8,80,37,42,33,17,21,45,33,98,85,39,19,100,25,27,4,92,76,83,27,6,43,65,27,40,49,95,76,77,81,36,93,57,81,45,66,85,52,54,55,71,11,6,63,72,68,44,100,60,15,50,25,96,32,61,58,16,11,33,59,81,48,25,24,76,69,65,99,29,89,35,47,39,24,68,66,26,87,38,59,68,48,5,61,29,46,65,59,8,12,38,79,6,99,20,68,63,96,7,54,82,38,42,9,19,50,9,69,61,7,25,38,86,17,38,33,43,10,16,76,23,56,79,14,51,8,3,87,32,54,32,59,8,73,18,46,73,55,30,21,37,65,69,32,37,5,8,78,72,39,28,72,61,75,26,22,69,4,28,45,85,19,85,41,75,89,25,90,92,48,29,59,16,16,97,86,71,66,1,81,76,91,61,85,67,100,18,74,79,24,99,65,15,63,41,30,61,49,59,25,89,60,83,48,47,92,21,51,29,16,91,15,58,38,99,59,94,24,89,82,95,65,46,25,15,26,13,8,82,70,83,3,74,2,54,47,63,82,52,1,69,87,35,73,47,2,41,91,56,99,44,25,68,54,73,21,7,96,24,53,91,15,81,81,60,76,15,56,100,5,73,18,22,49,24,33,72,90,70,18,19,5,82,50,45,6,68,13,26,10,25,17,39,74,72,82,66,91,51,53,57,45,48,68,19,85,89,28,68,16,66,94,12,37,45,43,44,29,55,83,24,96,49,26,21,65,81,2,35,24,90,7,24,6,17,95,57,5,23,64,26,60,2,77,28,86,98,10,81,71,17,60,7,53,14,87,88,31,18,39,55,96,10,81
88,48,28,21,52,75,82,46,44,4,65,40,70,52,97,96,42,7,17,65,99,23,3,78,22,37,92,34,78,22,99,73,94,7,99,96,31,96,59,46,8,13,20,23,73,82,84,75,9,90,32,69,89,54,14,8,57,32,27,25,40,84,94,77,95,12,33,8,3,95,14,80,88,64,59,47,88,14,60,92,28,39,33,40,79,63,38,81,15,99,37,98,65,31,65,80,15,42,1,60,65,44,9,76,76,18,85,58,92,16,59,96,97,41,71,78,84,27,94,46,76,48,66,8,86,62,33,41,96,51,36,72,78,20,90,69,54,79,6,27,3,23,76,22,97,9,36,35,31,34,51,100,60,41,7,73,41,74,77,96,100,78,15,32,93,28,99,34,80,33,82,79,85,22,59,35,34,14,46,71,54,77,85,59,42,59,39,59,64,56,1,74,97,98,77,91,83,68,86,84,96,73,39,32,43,71,52,79,97,83,72,16,8,35,42,22,81,7,15,59,69,43,78,81,15,79,69,14,59,49,13,85,64,95,12,48,66,28,69,3,97,47,8,20,80,1,44,95,100,13,65,82,54,54,55,39,57,82,30,5,33,31,15,63,52,30,62,48,72,45,51,50,96,90,89,18,53,74,47,35,30,75,13,30,65,11,100,54,82,67,49,9,85,48,75,39,52,5,32,28,70,90,45,84,6,93,27,44,49,86,69,50,50,56,75,74,37,22,12,33,35,39,43,40,54,49,44,51,18,12,62,47,50,32,44,41,75,6,23,90,26,10,13,32,97,50,45,38,78,4,79,62,23,77,28,57,49,5,69,34,57,21,18,62,12,72,27,9,27,5,6,96,45,81,92,51,81,19,34,17,87,24,14,26,30,97,70,38,61,62,48,85,62,100,69,58,19,5,22,27,26,46,98,44,67,45,11,47,5,1,75,45,87,39,7,12,58,6,86,45,40,88,61,1,79,11,69,7,8,38,34,2,2,37,86,2,36,97,7,37,81,53,53,88,70,77,1,15,48,40,68,90,64,69,37,37,84,9,13,38,72,13,61,72,64,49,13,28,31,49,1,23,87,94,52,69,89,88,29,85,16,53,98,67,76,84,75,8,56,50,17,77,35,39,83,61,51,28,44,25
94,54,50,96,52,39,100,66,57,66,62,81,22,39,75,60,44,20,39,36,18,15,89,49,54,66,25,88,84,3,28,26,90,44,31,38,56,75,89,59,48,92,25,62,92,97,1,74,81,75,40,79,52,53,59,87,40,49,62,1,55,56,41,80,84,49,13,79,14,85,27,71,74,3,86,59,22,100,15,76,1,44,11,89,52,29,93,77,52,21,31,40,35,44,32,26,68,23,81,46,98,9,21,61,39,66,44,48,13,17,6,37,87,91,4,62,35,21,91,71,92,19,39,29,97,54,16,9,27,21,53,18,32,38,34,74,82,14,98,19,12,80,47,100,14,84,94,38,69,92,59,65,63,39,97,22,71,34,40,72,29,69,72,65,99,81,61,62,33,86,66,51,67,35,15,74,40,18,41,70,33,90,96,67,41,60,12,58,66,5,8,97,20,64,92,4,57,94,66,9,93,46,2,96,82,14,86,15,50,72,85,73,3,58,98,43,16,17,81,71,82,73,15,26,9,52,38,53,4,80,77,22,78,51,89,46,52,100,26,91,84,47,7,58,47,7,62,2,36,91,78,27,76,66,61,94,11,19,10,94,73,64,31,8,62,67,69,63,14,65,55,38,8,58,43,59,23,39,80,39,62,3,56,31,79,95,34,24,47,34,34,22,17,69,99,97,26,33,24,46,22,60,43,98,4,55,73,78,33,35,62,29,26,2,33,80,1,98,65,24,28,39,42,29,94,51,93,63,76,83,95,41,25,59,82,71,88,24,46,75,81,78,43,93,53,95,18,8,5,43,36,81,16,30,87,83,37,67,87,22,2,82,26,9,33,87,67,39,61,77,52,77,17,87,23,50,30,54,78,77,78,56,81,16,33,44,22,27,37,98,95,68,43,7,42,10,64,33,43,49,52,71,79,81,45,48,84,17,97,76,100,50,2,52,68,93,20,86,40,86,74,62,32,84,11,37,75,19,94,24,37,16,26,87,37,11,86,99,41,100,92,19,66,69,84,31,32,93,90,28,4,73,77,68,55,87,88,56,80,67,16,99,60,9,21,79,55,44,99,73,82,48,71,75,72,37,6,48,45,53,58,49,48,85,83,75,94,22,23,54,42,94,76,2,68,20,65,17,13,7
37,89,67,26,32,23,57,60,100,77,15,46,1,71,44,62,23,62,34,34,38,45,5,92,58,86,14,68,1,67,75,34,9,38,61,98,55,68,66,2,45,73,92,9,55,36,8,33,1,83,25,38,93,87,88,34,81,57,41,94,77,68,84,19,91,64,16,75,90,79,48,20,83,41,100,99,13,38,72,7,47,74,55,23,41,70,5,57,74,64,96,95,13,96,29,59,41,35,97,46,1,4,74,57,81,40,78,37,77,4,78,13,24,36,11,78,53,75,22,75,24,14,29,61,69,72,29,50,74,28,69,21,21,52,17,17,63,91,65,81,55,53,63,11,69,54,12,20,71,62,40,1,51,12,2,90,62,62,74,14,1,11,45,72,70,16,45,14,87,56,55,82,11,33,82,95,53,76,63,67,30,70,99,42,51,18,85,97,86,41,33,64,84,48,83,70,17,21,63,55,15,17,50,15,74,96,60,67,23,31,19,53,70,55,15,1,85,83,39,65,94,38,22,11,2,52,56,1,88,33,81,55,12,29,10,45,57,46,49,85,46,14,58,70,95,45,15,20,67,99,18,60,55,78,7,48,18,12,1,81,80,71,84,9,31,27,35,34,52,42,62,80,83,68,15,45,49,11,22,73,15,55,47,46,81,82,7,61,23,69,19,53,55,36,64,51,55,40,46,84,80,91,60,31,55,24,11,32,58,96,26,98,50,17,88,34,63,74,31,79,83,85,93,6,87,90,35,62,5,88,69,5,20,66,45,6,89,100,9,24,83,87,16,40,32,76,27,45,51,65,70,7,55,32,92,38,71,88,36,12,27,50,7,95,4,78,31,34,21,85,24,15,92,39,89,81,91,94,86,98,72,32,22,10,13,50,18,42,76,38,8,80,42,54,72,14,81,48,70,60,55,40,30,43,55,95,82,19,87,86,60,100,100,9,91,94,16,45,7,53,3,67,26,4,48,48,67,9,97,95,15,90,1,63,74,76,83,24,32,51,64,12,24,46,6,80,65,80,5,58,22,40,74,49,68,87,3,26,98,97,95,70,67,4,23,27,86,23,1,21,28,81,91,81,41,52,37,100,94,31,81,27,2,88,32,92,85,90,37,80,67,29,39,73,18,36,28,76,37,98
56,30,25,92,95,38,29,80,78,17,50,61,83,43,67,72,52,2,86,35,3,20,85,37,38,68,26,54,81,50,41,17,82,84,44,22,26,17,90,75,17,61,63,15,83,26,90,70,62,15,42,29,69,44,72,12,86,32,56,78,77,93,90,62,13,41,18,78,34,71,56,60,90,56,1,73,20,37,48,60,1,92,77,46,83,74,8,62,86,84,27,95,62,96,36,11,81,25,17,34,15,3,6,47,93,30,97,57,25,41,4,51,71,59,87,68,38,4,89,13,45,74,72,77,90,94,59,25,37,23,92,60,23,48,92,49,18,97,86,14,16,27,87,95,30,38,17,5,24,25,67,89,68,11,71,92,13,63,72,32,27,97,51,27,83,78,44,65,37,67,28,59,30,43,43,95,86,56,48,15,83,68,40,99,64,2,36,88,68,43,88,43,5,59,36,27,23,56,94,60,43,5,93,68,54,21,61,83,32,29,63,44,25,79,48,46,75,82,88,11,81,35,51,66,27,2,79,50,28,99,19,29,65,38,58,25,3,23,18,57,72,84,19,86,96,20,39,33,75,60,29,23,31,74,92,84,57,20,38,58,72,43,7,5,43,50,4,7,71,22,30,81,19,55,1,100,24,95,29,100,64,62,69,84,34,64,88,39,21,67,56,45,50,89,24,1,54,50,88,62,84,9,94,63,71,42,46,25,45,93,45,5,51,80,47,28,10,10,66,41,70,97,29,90,10,55,8,92,4,6,75,53,41,46,79,73,50,85,51,86,13,14,40,88,57,81,19,13,69,83,48,65,88,41,85,63,15,86,62,31,15,52,97,32,45,37,65,96,43,49,100,47,41,63,84,49,37,54,64,24,57,63,72,48,3,94,90,44,12,42,52,31,34,3,33,18,94,49,96,97,77,59,61,14,49,73,35,68,64,23,40,34,25,91,43,23,98,10,40,17,28,28,87,84,45,39,11,85,60,13,71,6,11,94,57,100,8,74,76,2,98,85,82,91,12,87,44,59,43,67,18,83,7,53,69,85,87,35,95,22,89,21,38,67,79,87,52,24,85,89,93,97,7,97,49,13,16,61,31,16,48,42,53,9,72,68,86,79,34,15,15,99,63,97,67,6,1,11,37,25
48,51,64,73,45,59,44,39,65,95,11,24,95,99,19,97,48,58,87,78,87,10,18,24,14,69,78,68,53,76,73,43,96,63,81,69,59,80,38,11,58,49,87,70,83,46,85,41,86,57,100,51,35,50,37,33,46,61,83,92,99,79,50,59,88,64,22,73,58,30,30,92,31,14,54,96,54,61,2,82,41,17,51,76,12,94,26,29,85,80,21,50,34,69,35,39,36,47,87,35,16,97,76,34,79,58,64,83,98,12,70,92,79,24,74,12,37,16,1,93,84,20,2,100,60,99,9,19,1,90,91,64,22,61,65,21,56,25,33,98,97,57,66,24,92,1,68,65,87,71,75,91,75,92,53,84,25,61,92,70,14,46,61,45,64,70,38,85,23,44,89,5,15,51,81,9,22,23,60,49,13,69,92,76,22,56,86,94,31,15,25,88,63,63,38,42,36,52,58,13,27,13,18,74,99,67,62,25,89,24,80,100,97,46,12,73,57,24,96,97,18,79,85,21,75,18,8,2,76,49,98,53,69,4,55,57,93,12,36,17,1,74,36,88,45,81,57,32,64,8,83,66,24,85,95,5,28,77,87,2,8,5,58,89,71,17,33,72,34,56,26,3,39,50,3,40,15,53,41,22,97,86,97,24,71,13,21,7,68,16,65,30,98,72,63,29,27,42,33,92,80,34,45,41,85,44,83,80,73,41,2,8,55,19,6,52,59,98,86,90,98,92,54,35,71,83,7,40,16,58,49,6,59,63,97,4,14,83,68,19,87,34,20,37,45,24,49,27,21,82,72,62,65,71,45,4,10,11,69,47,31,17,3,10,40,51,56,33,57,15,48,3,44,50,11,29,18,95,36,29,36,53,22,89,94,17,13,62,40,67,62,23,56,60,22,72,22,80,27,17,99,63,18,82,59,32,46,73,34,22,23,45,95,99,85,86,35,39,86,41,85,46,98,51,72,21,67,11,68,8,62,16,13,3,93,74,85,89,43,36,40,59,72,78,93,89,80,2,97,63,85,22,88,8,63,75,68,62,53,10,3,30,16,21,74,3,28,37,17,28,22,41,43,9,14,33,17,81,73,44,5,71,90,40,21,77,79,2,39,27,97,6,51,47,28,12,75,7,56,13
33,79,92,46,72,21,4,13,91,55,98,96,2,33,4,92,10,48,65,72,13,65,66,82,1,45,67,11,74,92,15,60,2,22,89,51,24,12,80,100,9,94,12,65,97,58,75,14,94,70,8,16,82,75,18,85,87,8,69,13,96,87,18,76,73,15,66,14,49,52,82,54,33,14,32,90,25,91,20,72,27,49,7,34,72,44,22,38,9,16,52,30,76,84,76,22,88,36,65,88,70,93,73,31,81,79,4,66,74,41,93,90,39,27,3,7,46,99,61,48,9,80,10,16,79,33,64,9,75,12,50,1,54,60,14,57,36,50,76,23,82,94,89,92,32,93,51,85,3,23,5,69,19,57,42,79,95,13,45,78,3,90,66,47,60,47,37,73,90,74,86,16,59,95,61,48,32,16,17,95,14,93,74,42,35,43,48,54,10,66,57,42,51,54,7,14,32,85,10,90,50,67,45,94,49,94,21,6,98,12,27,76,5,44,87,30,8,46,81,82,98,51,98,33,66,20,89,47,96,24,86,31,79,56,4,6,39,63,96,4,70,8,39,6,74,46,46,80,50,96,90,72,79,64,17,32,17,73,57,55,44,77,54,41,21,80,96,69,14,24,98,42,46,42,32,80,6,80,36,11,63,1,82,27,54,70,1,65,3,52,25,3,67,89,81,97,79,67,71,24,91,9,71,81,100,65,32,59,45,67,82,66,11,70,17,78,31,2,82,16,82,80,91,72,23,67,52,64,48,21,54,21,72,9,19,60,7,87,8,73,29,40,18,96,94,78,99,33,99,6,55,50,24,65,66,7,82,44,64,40,10,11,76,55,5,22,34,94,88,73,44,92,59,74,95,90,6,67,93,33,87,22,18,54,13,88,53,75,38,22,86,45,41,40,66,82,56,75,79,91,28,46,8,66,89,89,5,60,9,71,34,38,67,63,2,36,73,36,9,88,95,2,63,63,10,46,76,27,96,99,98,30,84,13,1,23,39,82,37,37,43,20,73,43,3,35,9,90,9,28,61,82,28,48,17,4,91,20,46,6,28,56,3,82,59,93,60,71,36,9,24,29,84,31,100,62,26,69,2,95,86,69,76,80,84,31,59,38,42,49,65,95,80,78,57,2,20,71,92,93
49,64,22,47,49,45,55,32,74,69,20,59,9,49,89,76,8,30,97,60,97,4,75,100,58,20,52,75,16,51,85,86,84,62,41,8,36,97,2,74,24,71,53,90,100,54,36,3,57,37,75,76,66,43,38,78,84,47,54,29,5,77,9,66,26,71,46,2,87,32,95,16,53,94,56,53,31,34,26,41,58,44,27,47,81,74,41,14,42,97,65,88,100,62,91,11,32,63,46,57,84,23,73,62,13,54,43,96,7,49,89,47,53,84,14,44,63,27,52,84,13,49,77,14,35,3,29,37,64,43,36,87,50,53,28,26,73,57,79,13,45,93,80,4,44,62,79,90,12,14,96,74,97,15,16,49,94,49,28,45,24,47,81,59,28,41,92,69,98,92,100,66,21,98,12,11,51,20,96,9,63,34,52,13,68,30,54,43,43,76,50,69,73,27,33,35,68,8,59,61,96,58,40,10,45,20,63,71,95,73,7,46,77,96,2,8,76,45,20,13,12,54,47,56,32,76,33,99,4,72,45,37,49,68,54,66,70,83,98,30,6,19,86,94,60,61,65,52,77,31,11,23,98,91,27,50,62,83,18,15,81,1,80,76,59,99,46,1,6,85,64,20,5,84,95,20,98,69,60,18,36,11,84,48,44,17,86,13,45,70,39,40,1,30,33,68,80,88,13,33,99,22,31,53,50,46,72,26,98,55,32,74,52,34,19,61,86,6,17,49,67,95,19,86,34,51,88,100,18,25,30,90,88,67,44,88,68,85,14,56,83,28,41,85,98,20,17,43,12,44,34,64,71,38,95,48,49,96,16,91,25,34,46,90,71,37,3,17,25,55,6,4,38,84,73,60,66,87,68,54,90,32,92,6,90,24,34,73,76,47,4,93,77,84,36,27,59,28,2,76,92,10,100,40,46,7,32,71,53,90,43,41,73,22,64,51,89,45,21,36,97,23,96,17,76,69,56,68,8,62,74,30,25,28,75,86,16,57,30,32,85,84,64,25,62,11,44,65,94,88,55,18,84,17,22,17,69,12,20,98,14,30,36,7,74,36,83,88,27,62,97,52,55,17,73,31,5,9,95,43,95,85,21,42,86,59,76,71,39,53,88,77,37,13,50,67,81,28,26,90
23,91,86,52,54,75,70,83,73,16,9,81,11,90,61,11,39,53,75,19,98,91,79,9,20,14,2,12,76,75,53,31,60,91,22,88,86,97,72,26,55,4,84,64,94,37,13,24,97,40,83,82,33,77,94,93,74,36,29,49,21,46,10,52,76,32,9,36,32,10,20,92,65,8,4,10,17,24,8,33,92,47,48,64,10,54,77,14,90,41,68,17,9,77,81,13,72,31,12,89,89,47,43,100,50,50,90,37,98,8,18,81,79,34,45,42,21,86,61,32,77,64,47,89,16,46,77,2,63,79,49,82,96,54,30,79,62,59,22,56,68,6,25,66,51,66,9,57,11,2,64,61,74,55,72,35,74,95,59,73,26,53,63,14,1,49,46,17,4,31,62,8,35,9,53,78,24,43,76,65,50,1,59,82,93,71,28,98,16,47,17,4,90,31,55,86,54,88,39,63,35,24,74,31,51,8,72,4,9,79,15,6,25,59,34,28,89,79,48,60,12,90,45,66,92,47,86,77,4,59,98,55,40,36,89,46,96,70,35,21,22,62,40,46,41,61,74,11,97,82,14,44,26,17,95,10,24,83,63,93,80,59,13,7,79,22,62,97,57,22,13,19,16,51,72,23,37,48,64,28,17,64,96,55,1,2,100,73,13,39,51,86,56,38,100,19,53,67,38,14,15,33,71,82,7,45,45,84,10,43,46,76,29,4,9,50,15,49,31,85,93,24,32,95,23,66,5,23,60,26,19,86,19,31,99,22,70,43,85,85,81,10,19,61,89,49,37,60,84,42,56,80,27,99,26,36,23,10,88,78,44,16,60,11,73,74,69,22,45,70,20,65,73,96,36,42,100,85,63,15,76,35,53,4,100,57,89,73,36,18,5,75,60,30,47,18,21,89,53,42,3,64,35,81,72,36,85,90,20,43,39,90,8,16,10,15,56,42,76,6,46,36,29,44,87,86,71,83,88,68,46,100,91,69,7,73,41,73,83,36,14,93,61,18,48,80,6,48,28,11,51,36,91,48,3,98,77,87,20,75,97,60,71,49,98,47,86,80,87,99,41,67,86,11,65,90,57,35,40,85,4,67,59,57,11,30,84,73,74,76,11,34,95,34,59,33,11,73,46,77
