96,40,99,47,26,80,23,84,15,23,19,69,83,47,57,21,60,30,49,12,68,79,96,100,54,67,79,25,49,43,92,58,20,68,35,94,18,7,4,13,82,56,17,18,69,97,99,21,54,20
17,99,30,100,63,60,31,91,38,59,69,23,89,97,53,20,23,37,18,7,83,17,68,28,74,49,96,15,14,93,32,86,98,8,91,57,81,31,96,26,35,20,12,22,4,95,35,93,95,75
82,61,100,21,34,41,87,7,78,53,30,26,14,49,63,4,68,37,91,18,21,65,18,70,71,28,98,43,79,32,38,14,71,36,28,82,15,24,60,14,70,84,33,46,86,14,86,24,64,3
17,67,88,94,91,67,90,58,86,21,50,40,48,59,65,100,68,5,3,25,59,87,17,39,21,51,96,50,97,88,27,97,4,3,12,52,5,92,71,66,66,87,4,81,97,6,64,51,9,74
16,84,35,53,25,77,19,8,67,89,50,95,25,36,93,59,37,35,93,91,46,8,25,16,73,87,100,12,32,49,86,40,67,75,60,23,88,43,44,95,94,50,54,28,32,91,62,32,53,20
39,32,2,97,25,63,9,28,11,24,8,94,36,69,61,65,29,49,90,95,79,90,41,83,43,56,33,1,60,83,57,50,40,76,86,81,92,18,7,51,54,82,54,69,57,91,49,30,14,23
55,30,48,8,8,74,15,95,24,90,94,26,14,76,41,52,17,65,47,6,82,60,91,9,65,79,16,84,15,33,57,10,9,11,87,58,90,53,45,73,39,44,37,9,25,86,60,19,9,63
60,48,60,35,34,10,4,3,58,15,61,85,7,26,80,79,87,11,54,91,67,88,66,59,86,44,93,6,98,24,95,29,62,90,96,67,3,78,4,20,45,84,53,22,4,48,49,24,88,70
18,38,62,34,95,31,92,2,54,69,75,45,14,42,40,55,71,89,30,78,25,93,94,21,39,59,3,39,84,57,47,66,17,16,74,55,90,42,32,87,53,84,8,34,100,28,87,13,80,46
2,99,19,30,96,87,28,1,82,27,44,35,38,46,92,4,99,28,13,55,35,11,89,25,52,83,92,11,10,72,8,46,36,46,52,29,45,12,59,37,77,21,18,13,93,14,10,40,27,30
2,15,9,35,41,14,62,54,97,95,74,96,32,26,94,45,70,68,9,93,10,91,55,3,10,83,100,40,5,12,26,38,50,64,100,39,22,35,27,14,3,6,29,93,74,48,93,70,56,85
26,19,78,11,94,5,78,99,22,91,45,60,59,16,54,53,46,98,99,71,39,73,49,11,83,2,99,66,84,31,37,43,5,27,8,36,37,76,69,93,50,93,79,62,37,27,26,42,61,65
18,94,5,33,100,18,41,22,68,36,25,25,62,100,70,28,35,32,57,58,53,33,42,91,41,20,17,86,39,67,62,93,23,2,48,96,86,59,69,95,97,35,11,39,44,100,31,27,90,6
51,20,98,41,29,86,88,77,85,68,75,74,32,54,7,40,79,65,14,21,46,19,9,32,11,100,89,92,34,65,64,75,45,84,25,37,13,96,64,49,37,32,43,65,13,49,56,36,63,38
69,73,24,6,58,83,27,92,84,70,14,48,49,60,86,99,46,33,92,77,72,41,80,66,86,68,100,54,91,96,8,29,54,18,1,2,12,94,73,31,78,14,80,57,59,91,60,50,72,35
89,22,49,31,51,100,20,76,2,51,41,31,13,15,85,29,94,46,54,42,10,36,24,97,6,13,39,22,56,12,53,3,80,11,55,68,47,2,83,3,54,27,81,89,54,32,44,8,35,17
91,93,12,95,37,89,22,22,29,19,27,52,66,55,47,79,56,48,35,83,51,10,58,2,82,35,7,30,67,54,61,25,69,22,79,68,46,44,79,8,50,69,5,81,57,83,38,34,5,65
36,85,25,69,26,82,16,37,23,73,24,60,11,15,77,26,71,61,62,43,11,22,30,98,16,93,52,83,90,68,88,86,23,73,29,32,4,56,92,97,24,69,65,79,93,39,81,85,40,78
76,91,61,85,67,100,18,74,79,24,99,65,15,63,41,30,61,49,59,25,89,60,83,48,47,92,21,51,29,16,91,15,58,38,99,59,94,24,89,82,95,65,46,25,15,26,13,8,82,70
37,22,12,33,35,39,43,40,54,49,44,51,18,12,62,47,50,32,44,41,75,6,23,90,26,10,13,32,97,50,45,38,78,4,79,62,23,77,28,57,49,5,69,34,57,21,18,62,12,72
