5,87,72,22,71,65,48,97,36,90,21,88,84,60,34,80,62,69,76,79,6,92,4,8,14,3,25,41,20,29,15,32,7,44,46,51,82,55,18,59,53,13,100,63,94,37,43,78,27,98,23,96,9,2,74,42,30,61,57,10,95,16,49,47,56,75,86,39,67,35,11,77,24,58,45,73,52,66,81,64,70,12,40,17,38,19,101,83,91,28,54,31,89,85,33,50,1,99,26,93,68
58,100,20,4,25,90,11,66,43,2,24,101,21,68,89,78,35,40,16,75,71,14,22,37,32,69,96,23,15,59,70,48,93,91,94,45,10,34,92,47,31,73,85,13,3,30,51,60,67,64,95,17,76,65,1,82,7,26,8,46,84,81,18,5,63,72,36,56,9,50,61,44,80,97,49,29,39,38,28,54,99,88,27,55,52,62,19,6,87,79,98,77,12,53,33,74,83,42,57,41,86
31,23,53,72,67,34,93,75,32,87,8,57,24,5,54,9,66,89,91,27,16,13,22,50,49,7,15,69,101,4,38,84,3,46,77,61,99,48,58,47,64,20,88,28,78,19,85,73,86,41,33,65,96,42,43,39,55,10,35,14,71,95,37,2,100,59,74,56,63,76,12,60,1,97,82,62,30,83,44,81,36,68,92,26,17,11,79,70,51,25,6,29,18,40,80,45,98,90,52,94,21
64,28,51,61,95,78,4,55,49,14,35,58,73,86,36,67,101,50,32,89,45,21,37,23,11,82,22,30,54,7,25,33,26,9,38,96,53,100,52,10,87,56,79,75,47,43,92,68,1,85,19,93,6,59,39,17,48,88,27,18,16,60,97,40,80,13,65,77,94,72,69,90,3,74,34,5,99,57,2,46,63,71,98,42,91,8,70,20,81,15,66,84,83,41,62,12,76,44,31,29,24
83,30,50,65,88,73,98,27,60,47,3,63,7,58,39,23,8,4,92,101,33,41,94,95,54,57,5,84,87,99,64,81,55,1,67,85,10,9,97,69,18,29,93,12,56,42,71,96,2,22,11,52,34,91,46,78,6,26,17,44,51,31,48,36,13,61,90,70,100,37,40,86,59,25,66,21,16,24,38,20,32,28,14,72,68,77,79,15,19,80,76,53,89,75,35,62,49,74,45,82,43
15,84,92,59,56,77,10,11,49,50,34,3,48,2,94,54,6,47,24,37,97,17,73,69,25,19,60,96,82,26,75,90,12,53,40,70,67,89,7,27,16,1,28,4,95,57,39,76,31,55,87,74,20,93,101,78,63,30,86,81,8,13,32,21,79,9,99,100,45,65,80,61,29,91,18,41,5,22,98,36,35,72,88,64,68,71,66,52,44,23,14,38,51,42,43,58,33,85,83,46,62
13,22,41,89,31,84,16,66,35,71,97,93,10,52,80,38,90,99,23,46,98,67,57,45,59,83,82,86,44,65,101,50,12,18,88,63,55,69,49,6,68,96,77,73,70,11,60,94,47,26,19,21,29,30,36,95,81,75,85,17,28,43,40,42,32,74,5,8,24,7,27,48,92,14,79,51,2,54,20,1,100,34,9,15,37,4,72,87,58,62,91,78,64,39,3,76,56,61,25,53,33
99,93,24,9,16,12,15,45,89,95,61,20,18,11,23,46,42,51,60,50,35,1,90,59,7,3,79,96,22,91,44,67,38,55,27,31,64,65,21,43,52,88,25,40,62,8,49,17,39,34,78,66,83,74,5,87,76,33,92,100,77,75,2,10,71,97,26,48,72,84,57,53,54,69,68,70,101,13,86,4,85,37,6,56,94,30,19,63,28,58,98,47,29,14,41,36,82,73,32,80,81
38,35,78,44,86,24,18,19,100,26,4,14,15,67,43,5,65,16,80,92,40,2,99,73,62,58,13,93,68,79,69,21,70,29,101,89,28,97,90,6,75,3,95,27,84,61,42,47,8,49,56,36,71,48,23,12,9,22,57,55,25,31,85,46,77,59,87,60,94,30,66,32,7,82,54,88,41,53,39,20,45,81,1,83,76,37,64,34,96,33,63,74,51,52,50,10,98,17,72,11,91
59,58,98,8,40,96,4,52,2,43,17,29,76,3,83,54,37,92,55,35,78,73,70,28,5,19,63,99,66,25,81,47,50,72,23,79,84,80,30,10,75,77,24,60,69,32,16,38,27,85,44,90,86,82,87,11,7,26,33,94,51,97,48,64,49,34,101,13,68,22,36,21,42,18,31,91,95,9,65,6,1,88,100,67,74,89,45,61,20,15,93,14,39,62,56,57,12,71,53,46,41
16,74,82,92,15,47,101,94,39,13,40,9,51,3,1,93,30,28,60,2,50,29,59,57,4,11,95,32,58,44,18,21,71,38,75,5,73,79,25,69,8,81,98,96,99,33,54,84,61,62,66,31,56,63,65,90,78,88,27,22,34,67,17,80,20,89,49,14,35,19,26,91,10,76,86,87,100,72,45,64,42,6,83,52,53,37,85,12,55,36,77,70,41,43,24,68,23,7,97,48,46
75,43,15,12,56,48,84,83,20,24,77,55,1,59,64,33,14,95,3,54,49,2,92,69,51,73,41,38,98,42,39,96,80,82,16,27,6,72,74,10,100,93,76,63,78,99,19,57,25,71,79,52,46,18,32,58,34,17,40,31,8,23,47,53,5,4,88,37,26,30,86,29,13,65,7,67,90,44,68,50,11,87,61,9,66,60,85,81,28,45,70,97,101,36,91,89,35,21,22,62,94
3,13,42,11,91,8,16,36,56,55,29,65,76,80,50,54,51,87,12,86,58,26,83,73,68,99,60,41,82,37,21,71,35,94,22,46,17,7,63,89,96,38,62,93,88,43,100,74,20,66,57,23,79,31,72,4,49,67,84,19,40,98,78,101,90,9,77,14,1,25,5,61,97,85,47,24,81,18,33,30,39,95,10,92,32,15,69,45,44,53,6,34,28,70,27,52,59,2,48,75,64
32,36,49,15,98,40,76,18,3,83,19,63,75,10,80,60,91,22,95,79,50,71,28,26,45,48,43,8,77,70,73,85,55,39,31,90,96,58,33,101,30,92,64,99,57,29,81,72,52,59,24,56,87,37,1,69,62,78,9,88,47,54,61,25,68,89,82,53,65,38,94,27,14,42,11,74,2,44,7,12,93,84,13,35,6,23,34,21,51,5,4,17,67,46,97,100,20,86,41,16,66
64,79,22,96,56,14,83,59,76,95,93,34,94,40,66,5,75,61,7,67,33,69,37,20,16,35,21,27,48,99,17,9,25,44,51,87,54,11,92,55,91,28,53,98,77,74,18,12,46,13,50,65,29,57,19,42,8,100,52,101,45,26,86,71,82,3,78,24,15,23,68,10,58,39,41,31,2,73,85,89,32,36,30,49,84,90,80,97,4,62,6,70,60,81,63,38,88,72,43,1,47
19,57,22,2,43,68,54,13,34,63,90,72,44,80,18,98,50,51,16,86,56,97,71,37,84,95,61,33,49,30,29,21,100,1,67,32,91,20,7,5,12,93,8,17,55,4,11,3,62,35,59,25,70,94,60,9,96,88,39,53,10,85,73,65,92,76,75,26,41,78,24,47,31,23,74,42,28,101,69,36,40,58,46,87,15,66,14,82,79,64,81,6,77,83,89,48,27,52,38,45,99
79,98,29,26,67,99,43,13,8,74,35,87,15,63,16,82,97,60,41,25,81,23,19,57,22,24,7,76,4,90,32,77,62,69,30,100,45,80,101,93,44,85,48,88,64,36,28,58,56,86,68,14,11,49,34,3,95,42,33,51,55,61,54,59,91,46,37,70,78,2,53,5,17,52,65,96,83,31,9,39,73,94,72,47,40,66,71,12,84,50,1,21,89,27,6,20,10,18,38,92,75
88,75,21,70,53,2,82,10,34,16,63,86,96,36,20,71,95,59,72,67,45,9,94,5,30,38,25,19,31,23,41,52,22,35,98,3,100,11,51,60,77,43,97,87,46,33,7,57,85,81,42,66,64,84,73,83,76,15,79,17,91,56,49,37,58,40,68,39,55,1,48,50,14,99,89,54,12,4,29,28,93,8,101,18,62,13,26,90,74,44,80,27,78,61,6,47,24,92,65,69,32
15,27,19,99,93,50,81,83,47,2,69,10,31,13,65,46,38,66,61,22,68,23,28,33,29,72,30,88,96,97,32,37,75,59,1,94,49,21,44,67,86,98,25,11,89,5,82,6,60,91,48,57,54,80,20,14,79,73,76,101,53,12,84,43,87,85,26,71,63,64,52,8,9,35,7,40,90,77,36,55,3,42,56,62,100,17,41,18,70,45,78,34,92,95,39,4,58,16,24,51,74
27,81,71,44,29,48,30,5,22,89,3,13,34,56,40,4,16,35,91,21,57,12,85,45,38,101,7,95,17,87,55,64,49,51,2,83,28,62,93,82,61,1,43,37,42,92,25,98,79,52,39,33,84,76,47,15,68,18,54,8,69,60,99,31,75,10,58,94,53,72,59,73,41,46,50,67,23,26,90,11,32,96,20,24,66,86,65,36,97,88,78,14,63,74,70,77,100,9,80,6,19
37,39,74,10,38,72,61,59,87,31,22,43,29,8,79,58,84,25,86,47,100,36,66,76,17,97,18,9,68,27,54,82,49,63,12,32,35,5,65,73,19,52,28,94,15,3,23,2,75,42,57,20,95,41,33,78,96,90,85,53,89,81,83,80,7,51,71,14,77,13,91,92,50,45,46,44,99,11,21,88,60,4,64,67,6,62,40,69,93,1,24,48,56,98,16,34,26,101,55,30,70
33,32,39,48,1,77,5,88,9,36,3,92,61,20,57,4,89,78,6,98,82,68,25,2,101,71,91,73,95,46,55,93,37,94,12,24,54,86,44,29,85,75,63,81,97,11,26,76,58,22,62,10,21,19,49,100,42,52,41,84,59,67,30,28,50,66,80,7,99,51,40,69,96,70,16,31,43,87,72,65,53,35,13,56,18,23,79,8,17,64,60,34,83,47,45,14,27,15,38,74,90
37,97,58,21,87,26,79,52,15,73,46,88,75,47,38,25,41,33,34,36,32,40,53,83,62,3,35,60,24,70,85,74,72,27,8,95,90,16,61,44,80,101,98,29,100,42,13,5,69,82,39,17,54,91,18,65,67,89,81,99,57,9,93,2,31,19,76,56,20,59,64,30,43,28,6,10,71,12,51,14,48,11,92,55,45,77,50,7,49,96,68,84,94,23,86,1,63,22,66,78,4
61,18,2,96,57,93,19,40,66,29,27,60,97,68,30,76,53,51,36,14,55,45,47,9,52,1,84,26,11,99,23,7,41,6,5,37,83,31,89,49,54,62,10,13,28,98,72,35,63,101,17,77,22,86,20,67,74,88,100,58,32,25,78,79,48,80,24,39,69,16,85,56,3,43,33,4,44,64,70,71,42,8,50,65,92,73,91,34,15,46,95,90,75,38,59,81,21,12,82,94,87
18,88,62,70,24,47,44,46,74,96,37,5,79,98,94,61,35,40,38,71,33,97,95,76,42,34,57,83,43,85,19,54,63,82,8,12,101,2,86,23,100,75,6,99,90,92,15,64,48,89,66,81,9,73,67,77,14,50,51,3,55,17,31,36,30,52,25,39,45,7,20,87,13,32,4,16,69,80,11,93,56,28,22,1,41,58,68,21,65,53,78,84,10,29,59,27,60,26,91,49,72
50,37,53,84,56,96,98,97,49,83,101,65,44,80,95,30,48,75,41,5,63,94,27,90,42,99,2,13,9,69,70,62,68,76,78,46,17,35,23,40,6,39,29,93,79,72,60,66,74,16,21,67,38,31,64,81,25,77,73,20,24,10,85,88,61,100,34,33,91,87,58,32,57,82,7,15,36,18,11,47,19,43,71,3,26,28,92,59,45,14,51,86,8,1,4,55,12,52,54,89,22
46,84,38,14,16,4,57,60,30,100,15,72,35,54,99,58,70,89,10,20,53,95,48,3,73,50,81,18,79,21,49,83,25,27,40,23,47,2,22,45,39,97,44,11,63,66,24,29,88,71,41,90,56,37,94,67,31,91,101,77,1,6,98,52,78,51,96,43,9,61,59,86,19,74,55,80,92,65,7,26,69,62,33,68,87,17,36,13,34,75,32,82,28,93,76,12,8,64,85,5,42
18,10,64,41,51,88,97,58,77,34,32,82,94,1,100,46,53,67,75,30,56,76,70,62,74,2,19,101,65,81,3,59,36,83,8,57,61,44,27,55,28,95,73,42,7,54,89,49,26,85,71,12,87,72,39,79,38,17,14,47,66,16,15,13,63,69,29,60,23,78,68,37,40,52,84,93,98,11,43,50,35,9,45,24,33,96,90,25,4,92,80,21,31,5,20,91,6,86,22,48,99
91,101,21,34,45,52,75,57,90,29,28,60,43,17,8,74,84,20,48,96,55,49,81,35,44,73,80,39,14,58,16,11,86,23,38,37,7,61,19,97,79,88,33,1,69,87,32,82,64,46,78,40,66,42,62,5,68,9,98,59,25,18,65,72,67,99,51,3,63,30,4,89,83,56,2,41,27,47,76,95,22,15,93,100,85,71,50,54,10,13,94,36,12,6,77,92,70,31,53,24,26
97,65,54,49,63,89,79,26,4,94,86,80,50,100,1,78,47,72,40,66,43,18,31,5,38,32,8,28,30,70,2,90,37,33,21,11,52,19,7,69,27,3,56,25,42,64,12,81,73,36,20,59,41,55,16,58,74,14,99,87,24,48,98,44,53,82,17,22,84,96,39,61,67,92,23,91,57,101,15,77,83,60,51,46,95,93,76,35,29,45,75,10,62,85,9,68,6,71,13,34,88
26,91,41,61,39,8,62,75,66,81,59,55,82,14,96,18,84,25,33,19,40,85,17,77,21,54,60,98,100,37,94,32,68,92,10,64,6,2,99,22,42,58,49,43,13,1,56,52,83,4,20,76,87,79,95,48,3,74,65,72,67,24,35,71,16,93,27,45,51,63,31,88,53,34,29,15,50,5,78,28,23,46,30,57,36,12,69,80,86,70,73,101,7,11,44,47,38,90,89,97,9
75,28,36,22,48,16,13,98,87,41,17,83,4,54,60,52,55,19,15,42,71,82,7,63,37,86,21,35,61,26,3,92,88,12,70,90,30,50,44,24,74,94,76,25,91,80,14,58,20,9,46,101,38,53,65,6,84,99,2,67,11,40,69,23,27,5,93,49,97,64,29,72,1,39,59,66,96,18,43,57,95,85,78,81,51,100,73,89,79,31,45,34,62,8,68,10,32,47,56,77,33
