56,28,73,87,40,91,23,63,73,99,80,83,50,21,60,43,90,33,6,71,83,66,100,57,99,74,51,7,8,13,70,99,46,100,90,37,4,57,93,69,59,73,28,47,51,91,56,74,54,94,4,94,86,32,19,29,17,18,41,27,68,45,97,73,53,6,73,77,36,70,93,95,76,40,91,66,30,37,98,90,48,46,4,48,64,53,61,83,14,48,34,100,7,72,9,78,96,39,24,45
49,65,69,29,43,14,10,8,87,77,44,80,55,8,29,55,66,36,95,46,14,7,87,22,30,55,69,73,47,39,39,83,82,56,32,20,1,96,13,53,15,9,79,4,50,57,17,16,10,51,77,73,44,52,52,61,17,88,53,25,9,40,27,31,65,77,69,40,54,55,87,100,89,67,46,95,78,58,91,64,71,42,99,50,66,56,9,46,51,96,22,4,42,89,49,50,65,61,95,63
59,84,72,11,36,82,99,9,22,63,65,77,88,26,45,45,7,41,76,65,18,75,54,62,19,3,9,17,53,62,20,10,99,24,40,67,17,13,47,44,45,90,83,4,67,80,54,82,62,50,3,98,28,51,83,17,35,72,68,49,62,12,23,59,3,70,62,10,45,72,5,22,83,8,87,21,14,91,96,34,32,82,6,10,38,49,87,96,28,51,24,52,11,24,69,80,94,62,30,71
42,18,42,31,20,58,51,5,16,70,56,96,39,53,61,71,89,42,1,17,25,82,49,64,51,31,59,26,13,39,30,25,96,63,18,68,67,55,58,10,15,96,62,29,53,15,76,97,29,93,97,17,24,99,65,49,36,78,4,28,71,80,70,3,79,37,4,14,20,22,40,68,45,23,57,85,73,58,6,80,89,90,99,93,52,21,42,27,83,16,66,56,29,27,64,18,53,71,59,83
73,62,94,53,31,53,35,85,85,20,49,31,33,19,60,19,11,75,16,79,30,11,93,73,39,36,8,47,21,35,67,67,49,13,34,91,42,37,18,38,51,82,30,11,79,9,78,28,39,57,39,64,23,29,23,46,2,82,34,53,64,95,74,62,77,71,52,53,34,96,30,46,18,61,91,93,94,18,93,47,90,36,6,37,100,66,56,42,83,32,63,39,66,3,3,60,4,29,76,80
21,60,87,92,47,35,27,65,66,68,81,20,52,6,69,14,73,86,17,30,39,78,17,56,40,55,82,97,50,14,34,15,63,23,21,93,71,94,84,22,60,60,57,55,8,74,26,22,47,13,11,78,72,80,19,41,52,92,41,25,36,13,64,41,73,14,69,24,13,47,1,62,26,52,9,89,62,47,41,94,24,11,65,9,64,41,21,61,46,80,52,96,82,65,12,62,1,41,62,82
21,37,85,79,37,76,96,3,62,76,88,25,67,21,38,7,16,37,88,75,84,4,61,69,3,89,9,7,58,69,66,62,79,60,93,70,70,5,59,31,6,40,58,36,97,62,10,52,98,32,62,79,49,12,69,93,81,54,78,80,68,8,43,11,48,60,17,28,9,39,24,87,52,41,71,90,81,89,97,85,88,15,20,40,41,67,41,90,36,22,82,55,33,57,60,1,86,77,92,1
72,87,11,5,25,64,82,60,88,3,97,49,21,64,54,58,83,28,72,70,59,99,8,90,81,2,94,67,54,9,47,8,55,27,16,55,84,41,96,63,78,82,99,44,23,10,81,46,55,85,6,47,24,75,25,21,33,71,45,100,21,32,40,95,24,75,97,50,98,5,31,56,56,68,91,12,78,56,85,52,85,76,16,15,44,86,87,36,49,59,79,61,26,99,19,71,39,95,57,59
96,6,41,98,100,60,2,44,69,48,97,100,59,97,39,69,2,46,83,18,96,96,37,39,19,82,37,29,29,75,35,6,76,35,95,49,90,71,94,8,92,63,67,60,34,66,5,85,72,99,59,9,69,60,36,58,83,32,61,18,86,1,30,89,57,93,37,56,53,62,42,32,53,91,52,18,35,87,16,33,65,15,49,99,16,84,5,70,92,88,6,31,92,94,76,91,3,47,88,95
48,71,79,97,32,68,67,92,35,7,85,37,54,37,12,13,47,49,3,10,13,54,64,36,2,72,36,26,32,30,10,24,3,27,73,64,9,57,19,43,97,57,20,42,70,99,80,89,97,84,20,63,95,79,25,42,69,23,87,94,61,3,70,30,73,22,30,3,83,58,70,42,80,82,38,83,93,72,83,53,30,60,19,59,99,29,31,47,77,78,59,11,83,58,26,78,88,93,5,29
